Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Antispéciste,,"réconcilier l'humain, l'animal, la nature",,,Aymeric Caron,"Caron, Aymeric",,,,,,Don Quichotte éditions,,,2016,,,,,"Certains en possèdent déjà : les animaux de compagnie, les espèces protégées et les animaux d'élevage. Mais les droits que nous leur avons consentis sont minimaux et incohérents. Nous traitons différemment les chiens, que nous considérons comme des membres de la famille, et les cochons, réduits au rang d'objets produits en masse et abattus dans d'indignes conditions. Pourtant cochons et chiens présentent une sensibilité et une intelligence similaires. Comment en sommes-nous venus à les classer dans des catégories si différentes ? C'est que nous sommes spécistes. Le terme, peu connu en France, fera bientôt partie de notre vocabulaire. A l'instar du racisme et du sexisme, dont il poursuit la logique. Le spécisme consiste à traiter différemment, et sans la moindre raison valable, deux espèces qui présentent les mêmes caractéristiques. Tout comme nous avons longtemps dénié aux femmes les mêmes droits que les hommes. L'affirmation de l'antispécisme sera celle de l'animalisme, un mouvement philosophique qui promeut la nécessité d'accorder des droits à tous les animaux, en raison de leur capacité à souffrir. Loin d'être anecdotique, l'animalisme incarne le mouvement idéologique le plus révolutionnaire ; pour la première fois depuis 2000 ans, il entend sortir nos systèmes de pensée occidentaux de leur logique anthropocentriste et reconnaître que nous, qui sommes des animaux, avons des obligations morales à l'égard de nos cousins. Surtout, l'animalisme s'inscrit dans une logique d'écologie politique, éloignée de celle incarnée dans les élections. Non plus une écologie superficielle, qui se soucie seulement de préserver les écosystèmes, les ressources et quelques espèces en péril, mais une écologie profonde, qui repense complètement la place de l'homme dans le monde. Pour que ce dernier ne vive plus en parasite, mais en symbiose avec toutes les formes de vivant. Cela oblige à une refonte de nos institutions et à briser la vision à court-terme du temps politique. Cela nous oblige aussi à une réforme intellectuelle qui remette en question la notion de "" profit "". Le capitalisme, le socialisme, le communisme, le néo-libéralisme sont aujourd'hui discrédités, si ce n'est dépassés.",,,,,,,,,,,477,,,,,,français,,,,,,9782359494983,0,1.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.409085988,,Véganisme,,,,,SjHjDAEACAAJ,Essai,0,0,,http://images.amazon.com/images/P/2359494988.01Z.jpg,
"APICS Dictionary, 12th Edition",,,,,"Paul Pittman, J. Brian Atwater","Pittman, Paul",,,,,,APICS,,,2008,,,,Business logistics,"The essential supply chain reference, including terms for supply chain, transportation and logistics, and inventory management.",,,,,,,,,,,204,,,,,,anglais,,,,,,9780988214613,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:09:36.734418034,,,,,,,z8MDoQEACAAJ,Méthodes,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/45A97912-C4AE-4075-9DA4-69404CE33A9B,
Apprendre à coudre à la machine,,,,,Marie Claire,"Claire, Marie",,,,,,Editions Marie Claire,,2012/10/01,2012,,,,,"Fini les cours de couture rébarbatifs. Voici un livre de couture complet conçu autour d'ouvrages tendance et utiles au quotidien. Ce livre vous donnera les clés nécessaires au démarrage en couture. Pensé pour les couturières débutantes mais aussi pour celles qui possèdent déjà de bonnes bases, il vous offre 15 ouvrages clairement expliqués, accompagnés si nécessaire de patron.",,,,,,,,,,,159,,,,,,français,,,,,,9782848314433,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:51:00.781465053,,,,,,,rgC9NAEACAAJ,Artisanat,0,0,,http://images.amazon.com/images/P/2848314435.01Z.jpg,
Apprendre de son corps,,une méthode émersive au CNAC,,,Bernard Andrieu,"Andrieu, Bernard",,,,,,Presses universitaires de Rouen,,2017/03/21,2017,,,,,,,,,,,,,,,,110,,,,,,français,,,,,,9791024007397,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.539095997,,,,,,,jgydswEACAAJ,Méthodes,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/3D9257FA-63BB-47C9-96FE-EEA8C7662324,
Archéologie de Bergson. Temps et métaphysique,,temps et métaphysique,,,Camille Riquier,"Riquier, Camille",,,,,,Presses universitaires de France,,2009/11/12,2009,,,,Philosophy,"L'erreur a été de continuer à étudier Bergson sans prendre d'abord en considération le statut profondément réformé de la métaphysique qu'il instaure et qui a pour geste principal de procéder au retournement de la métaphysique traditionnelle : non plus se fonder sur un premier principe, duquel l'auteur prétend s'élever, mais se fondre dans l'expérience immédiate que nous avons de nous-mêmes, c'est-à-dire descendre en soi-même, livre après livre, vers des couches de plus en plus profondes de la durée concrète. Il s'agit en un sens d'une archéologie, mais comprise dans les limites indéfiniment reculées de l'intuition, Bergson n'atteignant qu'à la fin, dans son dernier livre, le véritable principe agissant, au lieu d'en partir comme toute la métaphysique avant lui.Il est dès lors possible de reprendre le mouvement unique qui traverse l'œuvre, attentif aux transitions qui le conduisent d'un livre à l'autre dans l'approfondissement d'un unique problème, celui de la personnalité. La personne est pour la première fois pensée comme temps, chaque livre privilégiant l'une de ses dimensions : le présent (Essai sur les données immédiates de la conscience), le passé (Matière et mémoire), l'avenir (L'évolution créatrice), l'éternité (Les deux sources de la morale et de la religion). C'est l'œuvre entière qui s'avère être un corpus sur le temps.",,,,,,,,,,,488,,,,,,français,,,,,,9782130573364,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/19 15:38:02.966048955,,,,,,,o458QgAACAAJ,Études,0,0,,http://images.amazon.com/images/P/2130573363.01Z.jpg,
Aristote ou la cité des hommes,,,,,Pierre Pellegrin,"Pellegrin, Pierre",,,,,,Flammarion,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 17:10:46.582800030,,,,,,,,Essai,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/AEFF1145-9AAB-46D4-9DDC-067BC7928DFA,
Aromathérapie tout simplement,,,,,Pranarom,Pranarom,,,,,,Éditions Amyris,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 17:32:10.863206982,,,,,,,,,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2F75FFBE-8C6E-4959-8304-7210D02AE6B3,
ASSiMiL L'allemand,,Deutsch für Französischsprechende,,,Maria Roemer,"Roemer, Maria",,,,,,Assimil,,,2015,,,,Language Arts & Disciplines,"Avec Assimil, apprendre l’allemand n’a jamais été aussi facile : la méthode intuitive a permis à des millions d’utilisateurs d’apprendre une langue étrangère. Vous êtes débutants ou faux-débutants ? Vous souhaitez tout simplement vous remettre à l’allemand ? En 100 leçons et autant de dialogues vivants ponctués de notes simples et d’exercices, à raison de 30 à 40 minutes par jour, vous suivrez une progression très fluide. Vous atteindrez en quelques mois un niveau de conversation vous permettant de dialoguer avec des amis et de vous exprimer aisément dans la vie courante comme en situation professionnelle.",,,,,,,,,,,648,,,,,,français,,,,,,9782700507096,0,1.000000,,Unread,,,,,,,,0,,,,2020/04/02 12:08:33.989850044,,Allemand,,,,,_CKfjgEACAAJ,Méthodes,0,0,,,
Athènes,,Les monuments avec RECONSTITUTIONS,,,Niki Drosou-Panagiotou,"Drosou-Panagiotou, Niki",,,,,,Papadimas Ekdotiki,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 16:47:31.222718000,,,,,,,,Études,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/1975135A-D72D-46FC-99A8-50699B0C7D57,
Atlas D'anatomie Humaine Et de Chirurgie,,,,,Jean Marc Bourgery,"Bourgery, Jean Marc",,,,,,Taschen,,,2015,,,,Art,"Anatomically correct: An unsurpassed treatise of the human body We owe a great debt to Jean Baptiste Marc Bourgery (1797-1849) for his Atlas of Anatomy, which was not only a massive event in medical history, but also remains one of the most comprehensive and beautifully illustrated anatomical treatises ever published.  Bourgery began work on his magnificent atlas in 1830 in cooperation with illustrator Nicolas Henri Jacob (1782-1871), a student of the French painter Jacques Louis David. The first volumes were published the following year, but completion of the treatise required nearly two decades of dedication; Bourgery lived just long enough to finish his labor of love, but the last of the treatise's eight volumes was not published in its entirety until five years after his death.  The eight volumes of Bourgery's treatise cover descriptive anatomy, surgical anatomy and techniques (exploring in detail nearly all the major operations that were performed during the first half of the 19th century), general anatomy and embryology, and microscopic anatomy. Jacob's spectacular hand-colored, life-size lithographs are remarkable for their clarity, color, and aesthetic appeal, reflecting a combination of direct laboratory observation and illustrative research. Unsurpassed to this day, the images offer exceptional anatomical insight, not only for those in the medical field but also for artists, students, and anyone interested in the workings and wonder of the human body. About the Series: Bibliotheca Universalis -- Compact cultural companions celebrating the eclectic TASCHEN universe at an unbeatable, democratic price! Since we started our work as cultural archaeologists in 1980, the name TASCHEN has become synonymous with accessible, open-minded publishing. Bibliotheca Universalis brings together nearly 100 of our all-time favorite titles in a neat new format so you can curate your own affordable library of art, anthropology, and aphrodisia. Bookworm's delight -- never bore, always excite! Text in English, French, and German",,,,,,,,,,,832,,,,,,anglais,,,,,,9783836556620,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:18:15.577610015,,,,,,,2uayrQEACAAJ,Atlas,0,0,,,
"Atlas of Human Anatomy, Sixth Edition",,,,,Frank H. Netter,"Netter, Frank H.",,,,,,Iland Ebook,,,,,,,,"The gold standard of excellence for 25 years, Frank H. Netter, MD's Atlas of Human Anatomy offers unsurpassed depictions of the human body in clear, brilliant detail - all from a clinician's perspective. With its emphasis on anatomic relationships and clinically relevant views, Dr. Netter's work provides a coherent, lasting visual vocabulary for understanding anatomy and how it applies to medicine today. * View anatomy from a clinical perspective with hundreds of exquisite, hand-painted illustrations created by pre-eminent medical illustrator Frank H. Netter, MD. * Join the global community of medical and healthcare students and professionals who rely on Netter to optimize learning and clarify even the most difficult aspects of human anatomy. Comprehensive labeling uses the international anatomic standard terminology, Terminologia Anatomica, and every aspect of the Atlas is reviewed and overseen by clinical anatomy and anatomy education experts. * Explore additional unique perspectives of difficult-to-visualize anatomy through all-new paintings by Dr. Carlos Machado, including breast lymph drainage; the pterygopalantine fossa; the middle ear; the path of the internal carotid artery; and the posterior knee, plus additional new plates on arteries of the limbs and new radiologic images. * Master challenging structures with visual region-by-region coverage -- including Muscle Table appendices at the end of each Section.",,,,,,,,,,,642,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/09/29 09:58:23.979951977,,,,,,,9-2ZBQAAQBAJ,Atlas,0,0,,,
Auguste Rodin,,,,,Rainer Maria Rilke,"Rilke, Rainer Maria",,,,,,Les Éditions de Paris Max Chaleil,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,989679846,9782846212458,0,0.000000,,Unread,,,,,,,,0,,,,2020/06/16 11:56:12.730290055,,,2020/06/16,,,,,,0,0,,http://images.amazon.com/images/P/2846212457.01Z.jpg,
Aux sources du yoga,,144 questions-réponses pour mieux comprendre le yoga,,,Patrick Mandala,"Mandala, Patrick",,,,,,les Deux océans,,,,,,,,,,,,,,,,,,,251,,,,,,français,,,,,,9782866812133,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:34:10.287945032,,,,,,,,Études,0,0,,http://images.amazon.com/images/P/2866812131.01Z.jpg,
Bacio feroce,,romanzo,,,Roberto Saviano,"Saviano, Roberto",,,,,,Giangiacomo Feltrinelli editore,,,2017,,,,Fiction,"Sigillano silenzi, sanciscono alleanze, impartiscono assoluzioni e infliggono condanne, i baci feroci. Baci impressi a stampo sulle labbra per legare anima con anima, il destino tuo è il mio, e per tutti il destino è la legge del mare, dove cacciare è soltanto il momento che precede l'essere preda. La paranza dei Bambini ha conquistato il potere, controlla le piazze di spaccio a Forcella, ma da sola non può comandare. Per scalzare le vecchie famiglie di Camorra e tenersi il centro storico, Nicolas 'o Maraja deve creare una confederazione con 'o White e la paranza dei Capelloni. Per non trasformarsi da predatori in prede, i bambini devono restare uniti. Ed è tutt'altro che facile. Ogni paranzino, infatti, insegue la sua missione: Nicolas vuole diventare il re della città, ma ha anche un fratello da vendicare; Drago' porta un cognome potente, difficile da onorare; Dentino, pazzo di dolore, è uscito dal gruppo di fuoco e ora vuole eliminare 'o Maraja; Biscottino ha un segreto da custodire per salvarsi la vita; Stavodicendo non è scappato abbastanza lontano; Drone, Pesce Moscio, Tucano, Briato' e Lollipop sono fedeli a Nicolas, però sognano una paranza tutta loro... Fra contrattazioni, tradimenti, vendette e ritorsioni, le vecchie famiglie li appoggiano per sopravvivere o tentano di ostacolarli, seminando discordia direttamente in seno alle paranze. Una nuova guerra sta per scoppiare? Prosegue il ciclo della Paranza dei bambini e Roberto Saviano torna a raccontare i ragazzi dei nostri giorni feroci, nati in una terra di assassini e assassinati, disillusi dalle promesse di un mondo che non concede niente, tantomeno a loro. Forti di fame. Forti di rabbia. Pronti a dare e ricevere baci che lasciano un sapore di sangue.",,,,,,,,,,,387,,,,,,italien,,,,,,9788807032615,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:29:13.522297024,,,,,,,1H7SswEACAAJ,Roman,0,0,,,
Basic Neurocellular Patterns,,Exploring Developmental Movement,,,Bonnie Bainbridge Cohen,"Cohen, Bonnie Bainbridge",,,,,,Burchfield Rose,,2018/07/01,2018,,,,,"The Basic Neurocellular Patterns (BNP) form the underlying words and phrases in the language of human movement. The BNP have a global influence on our physical, perceptual, emotional, and cognitive functioning. They shape how we bond, defend, learn, organize, and sequence information, and how we relate to ourselves, others, and the world. The BNP have extensive application in the areas of movement and psychophysical expression. Done in sequences, they can also form the basis for a deep and ongoing personal movement practice. Although the BNP normally emerge and ideally integrate throughout infancy, revisiting these patterns and exploring them as adults can be eye-opening, transformation, and life changing. With this book as a guide, Bonnie invites you to directly experience, embody, and integrate your own developmental movement patterns. In doing so, you can come to know and use this work in deep and meaningful ways with yourself and with others.",,,,,,,,,,,430,,,,,,anglais,,,,,,9780990833932,0,1.000000,,Unread,,,,,,,,0,,,,2020/01/01 18:05:13.090106010,,"Somatique,BMC,Anatomie",,,,,a0xgswEACAAJ,Méthodes,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/5AAD5746-4511-47AC-B22D-944B755F6D15,
Beauté fatale,,Les nouveaux visages d'une aliénation féminine,,,Mona Chollet,"Chollet, Mona",,,,,,La Découverte,,,,,,,,,,,,,,,,,,,293,,,,,,français,,,,,,9782707185815,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:34:10.270167946,,,,,,,,Essai,0,0,,http://images.amazon.com/images/P/2707185817.01Z.jpg,
Berlinische Galerie,,Berlin’s Museum of Modern Art Photography and Architecture,,,Prestel Museum guide,"guide, Prestel Museum",,,,,,Prestel,,,,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:23:10.822239041,,,,,,,,Catalogues,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7095D45E-6AB9-44E6-B3BA-AB64FE19F642,
Betraying Ambition,,,,,Diego Agulló,"Agulló, Diego",,,,,,Circadian,,,2017,,,,,,,,,,,,,,,,,,,,,,anglais,,,,,,9780956956927,0,0.000000,,Unread,,,,,,,,0,,,,2020/01/01 16:38:50.003708958,,,,,,,HmdnwAEACAAJ,Essai,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/8673F526-3C8E-4175-B73B-E8D9B80590F9,
Biologie humaine,,Principes d'anatomie et de physiologie,,,Elaine Marieb,"Marieb, Elaine",,,,,,Pearson,,2008/05/23,2008,,,,,"Cet ouvrage a été écrit spécialement pour les étudiants qui ont besoin d'une introduction à l’anatomie et à la physiologie humaines et qui doivent bien en comprendre les concepts fondamentaux.Très pédagogique, Biologie humaine, principes d’anatomie et de physiologie propose au lecteur:• deux fils conducteurs: l’homéostasie et le rapport entre la structure et la fonction;• de nombreux exemples de déséquilibres homéostatiques facilitant la compréhension des différents processus impliqués dans le fonctionnement normal de chacun des systèmes;• une présentation des grandes lignes du développement du système étudié, de l’embryon jusqu’à l’âge adulte;• un aperçu schématique des interrelations existant entre le système étudié et les autres systèmes de l’organisme;• des encadrés « Gros plan » où l’on traite de sujets d’actualité en biologie humaine et en santé comme le sida, l’obésité et la maladie d’Alzheimer;• des encadrés « Faites-en l’expérience » pour faire le lien entre la théorie et une réalité palpable;• des tableaux récapitulatifs très utiles pour fixer les idées;• des schémas particulièrement clairs, soutenus par des photos didactiques;• des questions de révision de trois types: questions à choix multiples, questions à court développement et questions de réflexion et d’application, dont les réponses sont données sur le site compagnon de l’ouvrage (www.erpi.com) et qui aideront le lecteur à assimiler les différentes notions acquises et à les mettre en pratique;• un glossaire de plus de 800 définitions.Ce livre constitue un manuel de cours d’initiation parfaitement adapté pour accompagner l’étudiant dans la découverte de l’anatomie et de la physiologie humaine.",,,,,,,,,,,720,,,,,,français,,,,,,9782761327275,0,0.000000,,Unread,,,,,,,,0,,,,2019/09/29 09:56:51.506366014,,,,,,,2ztyPwAACAAJ,Méthodes,0,0,,http://images.amazon.com/images/P/2761327276.01Z.jpg,
Blacksad – Tome 5 – Amarillo,,,,,Juan Díaz Canales,"Canales, Juan Díaz",,,,,,Dargaud,,2013/10/30,2013,,,,Graphic Novels,"Avec Amarillo, tome 5 de Blacksad, Juan Díaz Canales et Juanjo Guarnido entraînent leurs héros – Blacksad, le chat détective privé – dans un road-movie qui n'est pas sans évoquer la « beat generation »...

Ce cinquième épisode de Blacksad, Amarillo, s'ouvre à La Nouvelle-Orléans : Weekly doit quitter la ville ; il y laisse John qui préfère rester sur place pour chercher du travail. Par chance, celui-ci croise justement un riche Texan qui lui propose de ramener sa voiture chez lui : un boulot simple et bien payé ! Le détective accepte, mais, dans une station-service, il se fait voler la voiture par Chad Lowell et Abe Greenberg – deux écrivains beatniks qui cherchent à rejoindre Amarillo, au Texas. Bientôt, une querelle entre les deux hommes, rivaux, vire au drame : Chad, poussé à bout, tire sur Abe qui meurt sur le coup. Obligé de fuir, Chad trouve refuge dans un cirque. John se lance à sa poursuite sur les routes américaines du Nouveau-Mexique, du Colorado, du Texas et de l'Illinois.

Amarillo est le 5e album de Blacksad, une série qui met en scène un chat détective, dans une ambiance qui évoque furieusement le roman noir de la littérature américaine.",,,,,,,,,,,56,,,,,,français,,,,,,9782205071801,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:48:31.816462993,,,,,,,,Bande Dessinée,0,0,,https://is1-ssl.mzstatic.com/image/thumb/Publication6/v4/cf/9e/1c/cf9e1cc0-ee63-918d-e18b-2179c3733a7e/source/512x512bb.jpg,
"Blacksad, tome 2",,Arctic-Nation,,,"Guardino, Canales",Guardino,,,,,,Dargaud,,,,,,,,,,,,,,,,,,,56,,,,,,français,,,,,,9782205051995,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:48:31.819908976,,,,,,,,Bande Dessinée,0,0,,https://covers.openlibrary.org/b/id/973428-L.jpg,
Bob Curtis,,Hohepriester des Afro contemporary dance,,,Christiane Dertnig,"Dertnig, Christiane",,,,,,Folio Verlag,,,2005,,,,,,,,,,,,,,,,99,,,,,,anglais,,,,,,9783852563169,0,0.000000,,Unread,,,,,,,,0,,,,2019/08/20 08:39:44.697327971,,,,,,,bGRqAAAACAAJ,Études,0,0,,,
Boris Charmatz,,Modern Dance,,,Ana Janevski,"Janevski, Ana",,,,,,Moma,,,2017,,,,Performing Arts,"MoMA Dance is a new series of monographs exploring dance makers in the twenty-first century. Each volume focuses on a single contemporary choreographer, presenting a rich collection of newly commissioned texts along with a definitive catalogue of the artist's projects. Accessible, informative, and inspiring, they are indispensible guides to contemporary dance for fans and scholars alike. Since shocking audiences in 1993, at age nineteen, with his radically sparse À bras le corps, Boris Charmatz has emerged as one of France's leading choreographers. Whether he's creating a dance composed solely of everyday actions, working with an ensemble of children, or running a ""dancing museum,"" Charmatz's work experiments with the body as a vessel for subjectivity, history, and collective action. Featuring original essays and interviews and an oral history by Charmatz's contemporaries, the book is the first to explore the many facets of his career--as choreographer, writer, and director of France's Musée de la danse.",,,,,,,,,,,150,,,,,,anglais,,,,,,9781633450066,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 19:24:09.801617026,,,,,,,c-PbjgEACAAJ,Études,0,0,,,
Bouddha,,La légende dorée,,,Thierry Zéphir,"Zéphir, Thierry",,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,français,,,,,,9782359062892,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:44:30.655565023,,,,,,,,"Religion, Spiritualité",0,0,,http://images.amazon.com/images/P/2359062891.01Z.jpg,
Boule de Suif,,,,,Guy de Maupassant,"Maupassant, Guy de",,,,,,Magnard,,,,,,,,,,,,,,,,,,,95,,,,,,français,,,,,,9782210760769,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 20:31:38.365283012,,,,,,,,Roman,0,0,,http://images.amazon.com/images/P/2210760763.01Z.jpg,
Brilliant,,The Evolution of Artificial Light,,,Jane Brox,"Brox, Jane",,,,,,Houghton Mifflin Harcourt,,2010/07/08,2010,,,,History,"Brilliant, reminiscent of Lewis Hyde’s The Gift in its reach and of Timothy Egan’s The Worst Hard Time in its haunting evocation of human lives, offers a sweeping view of a surprisingly revealing aspect of human history—from the stone lamps of the Pleistocene to the LEDs embedded in fabrics of the future.Brox plumbs the class implications of light—who had it, who didn’t—through the many centuries when crude lamps and tallow candles constricted waking hours. She convincingly portrays the hell-bent pursuit of whale oil as the first time the human desire for light thrust us toward an environmental tipping point. Only decades later, gas street lights opened up the evening hours to leisure, which changed the ways we live and sleep and the world’s ecosystems.Edison’s “tiny strip of paper that a breath would blow away” produced a light that seemed to its users all but divorced from human effort or cost. And yet, as Brox’s informative and hair-raising portrait of our current grid system shows, the cost is ever with us.Brilliant is infused with human voices, startling insights, and—only a few years before it becomes illegal to sell most incandescent light bulbs in the United States—timely questions about how our future lives will be shaped by light.",,,,,,,,,,,368,,,,,,anglais,,,,,,9780547487151,0,0.000000,,Unread,,,,,,,,0,,,,2020/03/24 10:33:31.045052051,,,,,,,523HOwEO13YC,Études,0,0,,,
Bruxelles chantiers,,Une critique architecturale de l'Europe,,,Ludovic Lamant,"Lamant, Ludovic",,,,,,Lux,,2018/10/01,2018,,,,,"Personne ne comprend plus rien à l'Europe, ses traités indigestes, ses crises à répétition. Pour pallier cette incompréhension, Ludovic Lamant a pris l'expression ""construction européenne"" au pied de la lettre et s'est intéressé à ce que l'UE a de plus visible : les bâtiments qui abritent ses institutions. Né des déambulations de l'auteur dans les rues d'une ville qu'il aime, Bruxelles chantiers donne la parole aux architectes et urbanistes qui ont dessiné le quartier européen comme à ceux qui en ont été empêchés, aux eurodéputés et fonctionnaires qui font l'Europe au quotidien et à ceux qui peinent à la réformer. Les quatre voies à sens unique de la rue de la Loi, le corridor de vent de l'esplanade Solidarnosc, l'oeuf encagé du nouveau bâtiment du Conseil : le fatras architectural dépourvu d'éloquence qui balafre la capitale belge laisse entrevoir les renoncements par lesquels un projet politique porteur d'espoir est devenu une machine bureaucratique. Dérive dans les jeunes ruines d'un vieux rêve qui, peut-être, bouge encore.",,,,,,,,,,,247,,,,,,français,,,,,,9782895962861,0,0.000000,,Unread,,,,,,,,0,,,,2019/07/28 18:07:28.805708050,,,,,,,Q4I9uwEACAAJ,Essai,0,0,,http://images.amazon.com/images/P/2895962863.01Z.jpg,
